Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
51,-0.52,-311.02,-29.51,0.0,0.03,0.99,20908.4,451.15,20587.05,20023.29,1.0,602.71,603.71,0.58,99.83,0.05,0.12,0.0,62.92,78.78,-4.55,105.32,-8.86,0.05,0.1,0.95,707.95,33.54,730.41,634.05,1.04,-24.12,-23.12,-4.53,104.32,-3.96,-10.11,0.0,0.05,-0.71,-72.48,104.64,-27.43,0.4,0.4,0.52,137.74,0.0,224.65,26.66,1.69,-2.44,-1.44,-72.48,169.26,-40.17,-6.13,4.33,0.0,0.0,0,TRAIN,8.0
52,43.96,99.45,10.1,1.52,2.8,2.8,83.84,32.18,25.12,0.04,0.31,0.7,2.26,177.7,55.79,143.93,4.25,0.0,30.72,69.06,38.69,99.49,11.43,2.24,3.49,3.49,107.48,37.18,29.63,0.0,0.28,0.72,2.57,124.24,61.11,139.69,16.7,0.0,25.26,61.74,17.03,98.67,9.98,1.93,2.54,2.54,213.3,49.04,80.76,0.01,38.74,224.47,5.79,61.54,38.74,45.68,6.7,0.0,19.18,46.17,0,TRAIN,8.0
53,-84.12,278.24,-9.56,0.25,0.42,0.42,41.49,7.84,45.97,,1.3,-4.31,-3.31,132.56,130.23,-39.39,-0.25,0.0,24.63,112.51,34.75,230.46,9.25,0.3,1.03,1.03,96.85,59.11,76.0,,0.85,5.63,6.63,142.64,84.92,66.07,1.41,5.07,28.71,57.1,-21.78,-137.41,-5.14,0.98,1.19,1.19,85.82,15.02,43.87,,0.84,5.31,6.31,98.74,84.15,5.76,,32.45,28.41,72.63,0,TRAIN,8.0
54,4.93,7.89,9.19,0.59,0.88,0.95,680.11,47.94,42.83,11.34,0.25,0.39,1.6,20.98,37.52,40.31,0.82,18.07,29.9,79.96,-1.69,-2.99,-4.09,0.49,0.61,0.84,881.06,33.25,156.36,69.56,0.33,0.59,1.77,16.14,43.64,-3.14,0.78,15.13,43.16,129.29,-19.43,-40.87,,0.19,0.35,0.39,1179.69,78.4,388.84,18.12,0.43,0.91,2.1,-1.19,43.17,-39.75,0.57,9.63,40.55,-228.91,0,TRAIN,8.0
55,50.16,96.67,29.15,1.59,1.75,1.75,212.1,15.97,97.87,0.08,0.48,0.93,1.93,82.99,48.11,113.2,3.05,0.0,19.08,32.97,81.41,96.46,25.74,4.27,7.67,7.69,115.07,34.83,10.26,0.19,0.11,0.13,1.18,144.32,15.6,809.18,2.92,0.0,19.89,34.9,41.21,45.74,,10.31,11.22,11.23,203.59,14.37,15.66,0.16,0.1,0.11,1.11,79.36,9.91,486.29,7.67,0.0,15.6,28.22,0,TRAIN,8.0
56,11.65,13.65,1.75,2.18,6.84,6.84,54.73,36.81,7.89,,0.15,0.17,1.17,112.19,14.61,79.77,,0.0,15.07,84.39,3.37,11.66,1.08,1.06,1.85,1.85,116.43,49.11,62.21,,0.71,2.46,3.46,8.32,71.09,4.74,,17.07,1.58,40.69,2.84,16.69,1.34,0.8,1.58,1.58,172.31,66.67,86.01,,0.83,4.88,5.88,13.88,83.01,6.26,2.44,5.94,5.23,47.12,0,TRAIN,8.0
57,4.85,22.63,1.32,0.39,0.47,0.47,99.64,6.47,76.86,,0.79,3.66,4.66,21.06,78.56,8.14,0.35,0.0,4.42,-103.5,17.01,44.75,4.51,0.65,0.65,0.65,96.56,0.24,58.89,,0.62,1.63,2.63,36.47,62.0,30.16,0.64,0.0,5.16,3334.86,-2.87,-6.76,-0.64,0.14,0.53,0.53,81.4,18.2,46.01,,0.58,1.36,2.36,18.9,57.55,-1.48,0.62,0.0,3.66,55.75,0,TRAIN,8.0
58,0.55,0.63,0.6,1.2,1.52,1.54,397.24,14.64,3.7,1.3,0.12,0.14,1.14,6.48,12.51,94.21,1.08,11.03,6.45,57.33,0.46,0.57,0.5,0.49,1.41,1.43,395.73,73.12,47.26,1.57,0.2,0.26,1.26,6.76,20.36,55.24,1.13,8.08,6.85,55.89,1.57,1.99,1.51,0.24,1.46,1.46,352.03,84.44,51.36,,0.21,0.27,1.27,8.04,21.38,54.91,1.11,5.01,4.63,26.95,0,TRAIN,8.0
59,1.48,2.73,1.05,0.57,0.92,1.57,260.23,31.17,85.62,59.4,0.45,0.83,1.84,26.03,45.71,45.21,1.44,1.74,17.5,205.06,-21.91,-81.39,-22.44,0.46,0.52,1.09,372.88,9.49,165.93,96.69,0.73,2.71,3.71,3.03,73.08,-4.58,1.09,0.0,25.55,-164.34,0.4,1.42,0.3,0.37,0.47,1.25,277.42,13.07,128.25,99.41,0.72,2.58,3.58,30.91,72.08,23.43,1.29,0.0,17.17,115.05,0,TRAIN,8.0
60,11.44,18.77,2.66,0.09,2.56,2.56,58.41,80.69,32.72,,0.39,0.64,1.64,71.11,39.05,29.28,,0.0,13.89,77.94,20.68,41.97,5.59,0.03,1.97,1.97,98.34,95.69,49.33,,0.51,1.03,2.03,27.23,50.72,40.78,,0.0,1.77,16.72,-0.78,-1.3,-0.22,0.89,2.52,2.52,103.52,65.99,40.69,,0.4,0.66,1.66,11.29,39.75,-1.97,,0.0,3.43,68.06,0,TRAIN,8.0
61,-2.82,-3.86,-7.26,0.02,0.29,1.95,939.54,39.11,98.52,245.33,0.22,0.3,1.37,11.14,27.03,47.43,1.13,10.03,35.93,451.53,-13.75,-19.55,-41.04,0.01,0.23,1.59,1086.51,47.24,95.86,303.72,0.26,0.37,1.42,2.08,29.69,4.39,1.12,15.14,47.23,-425.14,-5.79,-8.49,-15.67,0.12,0.41,1.66,984.59,59.88,78.58,256.19,0.29,0.42,1.46,13.63,28.57,20.04,1.14,13.03,38.26,2182.42,0,TRAIN,8.0
62,2.76,4.23,101.68,3.05,3.75,4.15,13459.42,939.0,1332.66,536.32,0.35,0.53,1.53,16.51,34.8,33.65,1.13,0.0,507.05,-123.95,0.84,1.22,23.73,7.37,7.7,9.04,10239.87,134.67,410.5,556.19,0.31,0.44,1.44,17.04,30.58,39.85,1.1,0.0,455.69,-150.86,2.43,3.38,106.81,11.77,12.66,15.59,15994.5,402.63,452.6,1328.52,0.28,0.39,1.39,19.02,28.16,48.25,1.3,0.0,729.17,-110.54,0,TRAIN,8.0
63,36.72,67.09,23.87,0.15,0.73,1.5,237.27,40.49,69.83,54.5,0.45,0.83,1.83,57.25,45.26,91.94,1.02,0.0,13.34,43.63,11.47,24.16,7.2,0.64,0.71,3.89,228.6,2.77,38.39,123.67,0.53,1.11,2.11,26.2,52.53,27.73,1.43,0.0,9.25,541.45,7.27,32.26,11.05,0.16,0.69,0.76,552.98,164.74,252.9,23.22,0.77,3.44,4.44,11.59,77.46,10.59,0.76,30.66,4.55,101.07,0,TRAIN,8.0
64,-3.59,-9.09,-7.8,0.01,0.23,1.08,793.1,43.03,132.19,207.42,0.54,1.36,2.53,5.62,60.5,7.9,0.93,32.79,20.01,148.68,0.16,0.49,0.33,0.04,0.2,0.78,742.21,41.32,195.35,167.99,0.62,1.87,3.03,8.81,67.0,14.84,0.79,29.55,17.63,143.56,0.95,2.57,1.74,0.0,0.14,0.68,666.36,31.93,174.53,150.2,0.58,1.56,2.7,10.52,57.93,22.15,0.73,27.69,12.39,44.56,0,TRAIN,8.0
65,17.41,644.12,9.83,0.22,0.4,0.48,206.1,13.46,72.15,5.89,0.97,35.96,37.01,24.98,97.3,29.87,0.17,0.0,4.28,17.35,16.09,86.46,8.15,0.62,1.16,1.26,184.43,26.02,47.96,4.74,0.81,4.37,5.37,35.3,81.38,35.73,0.37,0.0,9.73,35.89,4.05,21.96,1.14,0.28,0.99,1.24,102.14,29.83,42.57,11.05,81.57,442.8,5.43,39.77,81.57,16.84,0.39,0.0,8.28,59.69,0,TRAIN,8.0
66,1.28,3.29,1.65,0.0,0.8,0.92,473.17,158.91,150.04,24.76,0.61,1.58,2.58,9.72,61.21,8.88,0.93,16.76,10.95,53.33,-0.59,-1.27,-0.89,0.0,0.86,0.96,547.73,147.44,113.47,17.97,0.53,1.14,2.14,9.92,53.34,6.05,0.97,16.91,15.82,73.58,-3.14,-4.82,-5.6,0.27,0.88,1.16,650.4,52.69,91.57,25.34,35.0,53.84,1.54,10.25,35.0,3.78,1.02,5.01,16.61,136.76,0,TRAIN,8.0
67,0.24,0.3,1.64,1.71,2.1,3.08,2481.79,86.54,220.68,218.89,0.17,0.21,1.25,8.58,20.16,52.15,1.17,0.0,56.68,-83.83,0.04,0.05,0.34,0.12,1.19,2.11,3241.55,609.16,385.72,531.45,0.22,0.29,1.34,6.47,25.16,42.25,1.24,5.76,57.23,-972.09,-1.81,-2.22,-12.19,0.36,1.03,3.02,2453.33,191.89,285.11,575.17,0.15,0.18,1.23,5.69,18.55,41.27,1.3,0.0,50.56,-197.28,0,TRAIN,8.0
68,-8.77,-585.94,-7.59,0.0,0.04,0.49,315.72,9.17,190.11,115.75,0.84,56.33,66.81,2.93,98.5,3.59,0.04,22.39,10.12,306.52,-8.85,117.32,-14.37,0.0,0.08,0.56,590.85,37.51,511.86,270.61,0.98,-12.94,-13.25,1.24,107.55,-0.58,-0.16,9.58,16.39,-549.31,32.05,126.34,21.0,0.0,0.33,0.91,238.51,46.74,117.05,90.85,0.67,2.64,3.94,38.35,66.92,56.75,0.64,16.8,2.96,15.11,0,TRAIN,8.0
69,8.21,8.46,11.02,12.48,19.74,26.43,490.05,102.58,14.12,95.87,0.03,0.03,1.03,16.87,2.92,511.53,4.27,0.0,11.62,-198.84,3.5,3.87,7.29,4.39,4.39,19.67,756.69,,25.38,393.2,0.03,0.04,1.1,13.66,9.43,346.55,2.72,0.0,21.12,-46.62,1.25,1.4,0.94,1.25,1.25,3.24,273.12,,11.76,23.46,0.05,0.05,1.12,11.42,4.87,182.05,1.05,0.0,0.0,0.0,0,TRAIN,8.0
70,0.25,0.28,0.4,0.29,1.45,4.34,596.12,48.21,41.5,121.55,0.12,0.14,1.14,32.54,12.31,239.69,1.35,0.0,52.74,515.17,-0.28,-0.42,-0.66,0.05,0.58,1.16,868.71,139.51,59.12,155.08,0.34,0.51,1.51,24.43,33.59,45.99,1.08,23.85,58.95,545.46,1.27,1.65,2.0,0.24,1.04,1.9,573.5,91.33,40.92,98.18,0.23,0.3,1.3,30.1,22.92,99.96,1.3,12.85,34.72,-2171.83,0,TRAIN,8.0
71,11.08,19.3,2.94,0.01,0.93,0.93,96.76,37.19,40.35,,0.43,0.74,1.74,82.19,42.6,64.59,0.97,0.0,18.85,63.32,-13.61,-20.53,-12.75,0.02,1.2,1.2,341.15,132.69,112.31,,0.34,0.51,1.51,-6.05,33.74,27.47,1.12,0.0,7.08,29.56,-4.56,-13.73,-3.43,0.56,0.78,0.78,273.55,38.8,179.89,,0.67,2.01,3.01,-3.21,66.74,17.46,0.7,0.0,1.02,7.38,0,TRAIN,8.0
72,1.55,2.97,1.09,0.46,1.49,1.71,255.84,69.33,108.73,24.19,0.48,0.91,1.91,21.13,47.64,14.61,2.18,0.0,13.72,78.36,0.33,0.58,0.4,0.39,1.68,1.94,441.48,94.65,157.34,41.9,0.43,0.75,1.75,20.67,42.77,14.21,2.15,0.0,24.67,106.65,0.76,1.75,0.7,0.36,1.41,1.47,334.52,131.61,173.53,10.79,0.57,1.31,2.31,15.57,56.69,6.83,2.1,0.0,9.22,39.53,0,TRAIN,8.0
73,0.96,3.46,0.42,0.75,1.31,1.31,158.83,62.79,112.87,,0.72,2.61,3.61,68.54,72.33,9.38,4.79,0.0,29.41,87.94,18.26,35.75,5.92,0.95,2.07,2.07,118.08,63.06,56.35,,0.49,0.96,1.96,111.66,48.94,51.43,,0.0,30.3,71.4,-1.47,-3.17,-0.55,1.26,1.9,1.9,136.51,45.53,71.23,,0.54,1.16,2.16,90.74,53.75,-2.73,,0.0,34.58,93.65,0,TRAIN,8.0
74,2.16,8.37,13.27,0.07,1.82,3.35,2238.75,380.01,217.32,336.32,0.74,2.87,3.87,11.79,74.15,16.18,1.3,9.17,59.03,-28.47,0.22,0.86,0.94,0.16,2.6,4.82,1537.14,241.67,99.05,222.68,0.74,2.83,3.83,9.98,73.9,13.02,1.36,6.12,41.18,-26.61,2.33,6.99,10.12,0.06,0.94,1.34,1578.28,221.93,252.23,102.6,0.67,2.0,3.0,6.5,66.63,16.78,1.07,3.6,18.07,-7.97,0,TRAIN,8.0
75,-6.7,-7.33,-21.47,6.13,6.93,9.96,1168.89,57.99,72.84,223.47,0.07,0.08,1.09,16.18,8.56,39.7,2.49,0.0,73.29,379.24,-22.67,-24.99,-99.03,3.44,4.32,8.1,1590.19,105.4,120.55,462.38,0.09,0.1,1.1,7.24,9.28,-142.26,2.41,0.0,130.67,-361.33,-2.77,-2.99,-8.74,4.0,6.28,10.48,1149.13,167.04,73.14,307.2,0.07,0.08,1.08,25.77,7.23,79.13,2.85,0.0,65.25,931.02,0,TRAIN,8.0
76,-2.92,-5.34,-7.45,0.02,0.21,0.92,930.06,41.5,167.78,160.16,0.33,0.6,1.83,4.42,45.21,4.69,0.77,5.84,18.7,267.45,4.67,7.68,14.2,0.01,0.32,1.27,1107.49,76.31,181.81,235.51,0.28,0.47,1.65,7.71,39.22,32.51,0.89,5.63,9.25,47.22,-5.67,-8.39,-14.03,0.05,0.86,1.63,901.62,184.95,148.92,175.02,0.28,0.42,1.48,2.34,28.41,-4.67,1.3,8.72,14.25,67.58,0,TRAIN,8.0
77,-11.77,-15.37,-117.08,1.72,2.39,2.39,3630.71,471.72,707.94,2.87,0.23,0.31,1.31,-11.33,23.44,-50.22,1.52,0.0,4.4,-4.07,-71.84,-315.4,-3004.29,2.48,8.07,8.07,15223.12,1912.88,344.91,,0.77,3.39,4.39,-68.53,77.22,-76.44,1.2,0.0,138.28,-6.2,2.22,7.03,5.09,0.62,1.99,1.99,833.38,370.74,270.0,0.0,51.76,163.8,3.16,3.17,51.76,19.19,1.46,0.0,1.57,5.3,0,TRAIN,8.0
78,1.41,1.97,1.44,0.67,1.4,1.92,374.41,62.18,85.11,44.63,0.29,0.4,1.4,16.8,28.63,21.25,1.36,0.0,15.79,54.54,0.22,0.32,0.3,0.07,0.85,1.49,505.83,94.91,96.2,80.39,0.32,0.48,1.48,15.93,32.46,22.34,1.18,7.89,21.84,60.13,0.11,0.18,0.13,0.01,0.9,1.5,413.96,105.22,82.35,71.65,0.37,0.58,1.58,16.31,36.74,17.51,1.24,10.0,12.89,44.59,0,TRAIN,8.0
79,0.77,32.64,1.98,0.05,1.11,1.12,938.99,601.95,567.99,4.66,0.98,41.35,42.35,3.01,97.64,1.6,0.08,0.0,5.77,35.39,-2.22,-647.91,-8.3,0.08,0.97,0.98,1362.19,804.4,910.85,8.21,1.0,291.17,292.17,0.27,99.66,-1.59,0.01,0.0,9.31,38.04,-0.4,-562.16,,0.1,0.97,0.98,1325.52,782.09,896.81,13.44,1.0,1408.79,1409.79,2.18,99.93,0.21,0.01,0.21,6.57,44.9,0,TRAIN,8.0
80,2.88,4.53,2.59,0.98,1.8,1.8,328.71,,105.07,,0.32,0.51,1.58,19.78,36.55,92.08,1.52,0.0,15.22,29.42,2.07,2.09,1.14,30.23,30.23,30.23,200.59,,2.38,,0.01,0.01,1.01,22.59,1.2,172.28,1.55,0.0,11.31,77.57,-36.58,-39.68,-45.06,2.17,2.17,2.17,448.33,,34.63,,7.81,8.47,1.08,-27.78,7.81,-468.45,1.11,0.0,10.84,-62.01,0,TRAIN,8.0
81,3.11,11.87,1.36,0.08,1.2,1.3,159.45,99.85,81.71,8.88,0.74,2.82,3.82,22.63,73.82,11.25,1.69,4.71,8.53,59.47,1.29,3.35,0.46,0.54,1.61,1.71,128.03,59.98,56.11,5.31,0.61,1.59,2.59,29.42,61.37,15.42,2.34,0.0,9.89,80.19,3.52,7.07,1.12,0.14,1.69,2.04,116.3,70.48,45.39,16.0,0.5,1.01,2.01,37.73,50.19,26.52,3.23,0.0,8.05,44.6,0,TRAIN,8.0
82,0.48,1.04,0.84,0.15,0.81,1.28,638.35,105.19,133.9,75.45,0.39,0.85,2.16,13.37,53.76,36.85,0.89,12.24,22.54,96.89,0.34,0.65,0.6,0.01,0.77,1.3,647.9,101.38,100.71,70.98,0.32,0.62,1.93,15.63,48.07,48.92,0.86,9.91,27.22,100.85,4.99,9.29,8.08,0.39,0.97,1.42,588.86,77.16,111.5,58.71,0.29,0.53,1.86,20.78,28.69,57.87,0.87,4.58,18.64,72.48,0,TRAIN,8.0
83,-3.58,-7.05,-11.23,0.11,0.24,1.32,1143.44,32.5,114.93,269.28,0.37,0.74,1.97,10.33,49.18,11.49,0.94,19.1,43.58,145.16,-6.27,-13.52,-18.24,0.07,0.19,1.1,1058.47,31.81,148.01,260.02,0.43,0.92,2.15,7.63,53.59,3.71,0.88,20.89,40.44,301.35,2.44,5.17,6.43,0.02,0.16,1.1,958.08,38.41,155.53,259.12,0.43,0.9,2.12,16.1,42.61,21.82,0.89,18.75,25.71,71.74,0,TRAIN,8.0
84,-0.57,-1.09,-1.86,0.0,0.14,1.31,1190.18,23.21,133.22,198.81,0.31,0.59,1.91,14.55,47.59,29.0,0.85,7.19,49.3,133.36,-0.23,-0.43,-0.8,0.0,0.22,1.09,1248.92,45.56,168.8,204.63,0.3,0.56,1.84,15.3,30.28,32.89,0.82,5.38,38.12,100.16,1.51,2.8,4.6,0.0,0.17,0.96,1110.65,34.62,131.58,192.17,0.32,0.59,1.86,17.67,31.89,34.51,0.8,10.15,35.43,87.7,0,TRAIN,8.0
85,0.18,0.67,0.63,0.0,0.24,0.99,1306.19,94.13,323.64,300.47,0.5,1.91,3.8,4.11,73.69,31.43,0.66,21.85,14.07,-78.51,3.05,9.75,9.61,0.0,0.18,0.83,1145.27,59.7,294.46,227.97,0.45,1.45,3.19,11.62,68.68,30.34,0.62,12.75,26.95,-83.21,3.12,11.84,11.13,0.0,0.5,0.83,1297.55,328.85,336.3,212.4,0.56,2.13,3.79,7.79,56.07,19.38,0.54,26.07,12.14,-46.84,0,TRAIN,8.0
86,2.33,2.82,4.9,0.63,1.44,3.38,766.07,48.05,34.43,117.11,0.11,0.13,1.21,18.39,17.22,90.7,1.16,4.4,33.71,88.56,0.73,0.84,1.43,0.44,1.22,4.23,710.19,29.86,38.23,116.66,0.07,0.07,1.14,17.09,12.6,114.41,1.18,0.0,31.92,90.78,2.37,2.71,5.48,0.06,1.86,4.33,839.93,98.95,55.01,136.05,7.7,8.8,1.14,17.62,7.7,104.56,1.24,0.0,25.58,66.23,0,TRAIN,8.0
87,-2.4,-3.39,-6.22,0.16,1.67,3.13,944.49,154.18,101.95,150.55,0.17,0.24,1.41,10.07,29.11,76.59,1.16,2.86,32.27,204.32,0.46,0.65,1.2,0.21,1.24,2.42,950.69,148.41,143.98,172.52,0.2,0.28,1.4,13.38,28.8,59.56,1.19,1.15,33.74,233.26,0.03,0.05,0.08,0.07,1.03,1.75,825.95,176.03,122.92,131.67,0.3,0.46,1.56,11.72,29.66,32.26,1.17,11.46,18.96,94.36,0,TRAIN,8.0
88,9.5,41.7,8.04,0.43,0.43,0.43,114.19,,235.12,,0.77,3.39,4.39,9.5,77.21,14.99,0.35,0.0,0.0,0.0,-6.5,-18.88,-1.71,0.6,0.89,0.89,96.01,18.33,62.28,,0.66,1.91,2.91,6.63,65.59,12.79,0.84,0.0,3.46,55.46,24.96,61.06,6.56,1.03,1.49,1.49,95.6,25.38,55.88,,0.59,1.45,2.45,29.7,59.12,53.86,3.4,0.0,1.24,12.61,0,TRAIN,8.0
89,0.18,0.22,2.5,0.08,0.22,2.2,5078.49,123.13,678.63,1714.41,0.19,0.23,1.24,9.79,19.48,28.71,1.32,3.57,133.69,-407.31,0.04,0.05,0.5,0.09,0.39,2.42,5049.81,304.75,531.5,2058.32,0.27,0.37,1.38,10.11,27.79,22.61,1.54,16.4,139.77,-145.62,0.14,0.2,1.43,0.22,0.32,2.01,3604.52,83.16,378.88,1338.24,0.27,0.37,1.38,10.58,26.98,25.69,1.39,16.38,70.47,-72.06,0,TRAIN,8.0
90,-11.35,-22.84,-47.52,0.0,0.18,0.95,1528.19,39.27,303.14,268.41,0.37,0.74,2.01,1.94,50.3,-6.64,0.81,5.65,55.65,408.87,-7.03,-16.41,-32.75,0.3,0.41,0.94,1695.69,34.16,308.65,266.92,0.45,1.05,2.34,5.51,57.17,3.28,0.8,13.03,58.43,528.84,-1.23,-2.12,-5.19,0.01,0.07,1.04,1531.02,19.21,282.02,313.9,0.28,0.49,1.72,12.98,28.45,27.07,0.83,2.73,43.23,207.36,0,TRAIN,8.0
91,-3.32,55.32,-10.48,0.21,0.55,0.55,1151.89,373.49,1099.18,,1.06,-17.67,-16.67,-3.19,106.0,1.44,0.07,9.25,0.42,10.44,-2.14,69.05,-13.67,0.14,0.27,0.27,2321.0,308.94,2353.59,,1.03,-33.22,-32.22,-1.89,103.1,-1.17,-0.04,0.55,1.63,-20.24,0.27,-12.69,0.31,0.07,0.17,0.45,420.62,43.73,424.76,117.38,1.02,-48.13,-47.13,1.63,102.12,1.11,-0.04,0.0,1.16,186.99,0,TRAIN,8.0
92,-8.74,-10.93,-90.08,0.02,2.6,6.5,3762.24,521.31,166.22,1086.32,0.18,0.23,1.25,22.76,20.05,29.93,1.75,2.94,324.63,-329.46,-7.16,-8.73,-102.56,0.07,3.34,8.41,5215.51,775.21,176.96,1658.57,0.16,0.2,1.22,24.02,18.0,45.24,1.94,2.83,446.76,-245.54,1.32,1.59,21.64,0.03,1.84,5.71,5973.47,824.37,184.86,2027.11,0.16,0.19,1.21,28.39,15.79,79.15,1.81,5.73,312.62,-242.93,0,TRAIN,8.0
93,-17.2,-19.82,-65.32,5.78,5.78,8.63,941.66,,158.39,456.97,0.13,0.15,1.15,-7.86,13.19,-130.44,,0.0,35.47,-134.03,36.23,40.86,3.81,9.57,10.02,10.02,38.3,1.72,3.78,,0.11,0.13,1.13,45.29,11.33,319.62,,0.0,0.95,16.22,18.7,30.71,,1.07,2.21,2.21,51.84,22.93,20.01,0.0,0.39,0.64,1.64,32.65,39.09,52.76,4.54,0.0,1.19,11.66,0,TRAIN,8.0
94,2.4,4.25,4.6,2.27,2.29,2.29,408.92,6.19,301.59,,0.44,0.77,1.77,2.4,43.64,5.49,,0.0,0.0,0.0,3.21,5.59,4.83,2.3,2.35,2.35,547.2,13.51,229.83,,0.42,0.74,1.74,3.21,42.47,7.57,,0.0,0.0,0.0,1.09,1.35,1.12,3.97,5.18,5.18,341.97,86.16,71.37,,0.19,0.24,1.24,25.97,19.3,5.63,,0.0,25.55,85.33,0,TRAIN,8.0
95,12.0,14.22,1.66,6.4,6.4,6.4,50.63,0.0,7.8,0.0,0.16,0.19,1.19,68.31,15.62,1308.06,,0.0,7.81,21.23,-14065.09,120.15,-75.6,0.01,0.01,0.01,1.96,,228.47,,11806.6,-100.85,-0.01,-9246.23,11806.6,-66.05,,0.0,25.9,-161.72,-66.99,132.48,-20.51,0.66,0.66,0.66,111.45,,165.96,,150.57,-297.75,-1.98,-23.9,150.57,-44.49,,0.0,13.19,-180.25,0,TRAIN,8.0
96,-43.94,-156.56,-52.92,0.01,1.58,1.58,439.6,240.12,216.06,0.02,0.72,2.56,3.56,-13.36,71.93,-59.22,12.6,11.43,36.83,-241.29,26.26,60.84,14.62,0.93,1.83,1.83,202.68,69.06,106.63,0.01,0.57,1.32,2.32,40.96,56.83,47.42,17.95,0.0,8.18,34.5,3.55,7.38,,0.2,1.85,1.89,261.43,162.2,129.82,4.82,0.52,1.08,2.08,21.82,51.94,10.25,9.88,0.0,9.17,46.65,0,TRAIN,8.0
97,3.04,3.75,1.13,2.65,4.89,5.42,135.52,41.62,18.53,10.03,0.19,0.23,1.23,164.39,18.93,87.18,3.7,0.0,59.91,87.41,4.61,28.54,4.01,0.6,1.19,1.19,316.92,153.77,258.61,,0.83,5.16,6.19,27.71,83.84,7.77,11.52,0.0,20.11,72.96,2.78,3.6,1.28,4.89,6.7,6.74,167.36,38.02,21.05,0.96,0.23,0.3,1.3,142.46,22.89,38.91,8.33,0.0,46.96,65.61,0,TRAIN,8.0
98,7.54,7.86,5.47,17.12,17.12,17.14,264.64,,8.5,0.12,0.04,0.04,1.04,58.18,4.09,706.61,2.26,0.0,36.71,58.46,11.01,14.89,8.33,1.71,1.71,1.71,275.57,,69.64,0.29,0.26,0.35,1.35,20.98,26.1,110.11,1.36,0.0,7.55,21.56,0.07,0.08,,4.38,7.47,7.5,442.71,114.38,37.05,1.19,0.09,0.1,1.1,0.07,9.13,339.07,2.51,0.0,0.0,0.0,0,TRAIN,8.0
99,3.81,10.65,5.64,0.13,1.56,1.86,540.26,211.87,148.62,44.71,0.64,1.79,2.79,17.47,64.21,25.74,1.49,5.59,20.21,73.92,0.79,2.57,1.73,0.27,1.1,1.59,797.04,155.46,188.62,94.74,0.69,2.25,3.25,13.38,69.25,21.36,1.24,9.89,27.57,138.84,-25.27,-126.41,-37.69,0.2,0.59,2.02,543.07,32.77,81.88,119.82,0.8,4.0,5.0,-7.69,80.01,-3.64,1.06,9.63,18.49,75.54,0,TRAIN,8.0
100,1.64,1.72,2.89,11.43,19.56,19.61,642.39,205.22,25.27,1.26,0.05,0.05,1.05,13.78,4.62,221.53,4.45,0.0,21.36,49.57,1.13,1.66,2.35,1.97,2.79,2.79,760.59,194.65,239.55,0.28,0.32,0.48,1.48,8.59,32.33,15.78,6.16,0.0,15.6,37.96,6.06,8.88,11.73,1.85,2.82,2.83,704.59,211.14,217.8,0.23,0.32,0.46,1.46,12.79,31.74,28.07,5.9,0.0,9.34,26.89,0,TRAIN,8.0
101,2.47,2.53,4.49,95.43,98.04,98.04,661.56,9.66,3.71,,0.01,0.01,1.02,2.47,2.19,435.71,2.21,0.0,0.0,0.0,2.03,2.09,2.42,56.57,64.34,68.14,434.16,28.98,3.73,14.35,0.01,0.01,1.03,2.03,2.84,495.45,2.38,0.0,0.0,0.0,6.16,6.83,9.52,6.74,6.74,6.74,562.75,,55.05,,0.1,0.11,1.11,6.16,9.89,82.07,2.7,0.0,0.0,0.0,0,TRAIN,8.0
102,11.23,15.43,140.63,60.19,60.42,64.38,4570.24,9.17,40.71,163.5,0.01,0.01,1.37,33.42,27.21,1228.17,1.74,0.0,277.83,-171.36,5.86,6.97,83.37,54.8,54.8,55.96,5176.67,,49.91,58.9,0.01,0.01,1.19,30.78,15.91,658.73,1.85,0.0,354.36,-131.81,5.96,6.87,,16.5,16.62,17.69,4990.04,18.1,153.67,164.73,0.03,0.04,1.15,29.68,3.37,234.48,1.94,0.0,243.06,-136.73,0,TRAIN,8.0
103,6.95,23.93,5.14,0.0,1.0,1.0,269.99,176.65,150.78,,0.71,2.44,3.44,6.95,70.96,12.91,1.0,12.87,0.0,0.0,3.15,13.94,3.3,0.0,0.81,0.88,380.97,211.2,239.96,17.88,0.77,3.43,4.43,3.17,77.41,7.31,0.78,9.85,0.02,0.26,4.71,25.54,2.64,0.01,0.95,0.95,204.14,75.12,105.0,0.46,0.82,4.42,5.42,4.83,81.55,10.53,0.7,18.35,0.05,0.78,0,TRAIN,8.0
