Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
2358,3.25,12.09,2.25,0.06,0.63,1.35,252.06,76.54,132.84,96.14,0.64,2.38,3.72,37.44,73.11,27.11,1.31,0.0,23.68,161.76,2.54,7.38,2.5,0.27,0.75,1.61,358.09,77.08,159.87,136.67,0.54,1.57,2.91,38.15,53.94,17.38,1.53,0.0,25.1,249.86,0.67,2.04,0.55,0.11,0.95,1.39,301.72,136.74,111.99,72.6,0.59,1.8,3.04,34.91,59.32,2.11,1.53,17.25,20.52,185.85,0,TRAIN,3.0
2359,0.02,3.44,1.17,0.13,0.14,0.27,25602.9,246.18,22553.15,2897.73,0.89,184.3,206.88,2.09,99.52,7.46,0.01,0.0,145.87,-55.6,0.23,31.49,2.17,0.1,0.11,0.19,3428.29,58.44,3364.94,258.53,0.99,135.84,136.84,2.25,99.27,6.6,0.01,0.0,19.01,-145.12,0.08,15.85,2.33,0.19,0.21,0.24,10188.74,211.21,10021.72,344.87,0.99,189.8,190.8,1.74,99.48,6.06,0.01,0.0,46.35,758.82,0,TRAIN,3.0
2360,0.19,0.46,0.53,0.0,0.25,0.58,990.63,66.64,274.18,90.57,0.4,0.95,2.38,13.92,39.95,29.95,0.62,0.0,27.15,670.0,0.01,0.02,0.02,0.0,0.09,0.29,1128.79,30.53,216.05,72.3,0.43,1.07,2.47,13.26,43.15,23.57,0.54,12.46,29.44,370.56,0.91,2.05,2.92,0.04,0.22,0.55,1165.2,43.06,175.85,77.7,0.39,0.87,2.24,13.83,38.83,26.47,0.69,12.15,29.97,535.7,0,TRAIN,3.0
2361,10.52,27.65,9.62,1.52,1.61,1.61,333.06,18.6,204.11,0.2,0.62,1.63,2.63,11.34,61.96,16.97,,0.0,0.75,5.83,-0.48,-1.83,-0.2,1.25,1.36,1.36,149.65,11.76,108.91,,0.74,2.79,3.79,3.15,73.58,-0.66,,0.0,1.5,41.46,27.09,65.19,3.49,0.47,1.71,1.71,46.85,33.58,27.08,,0.58,1.41,2.41,49.82,58.45,46.34,,0.0,2.93,36.95,0,TRAIN,3.0
2362,0.49,1.1,1.24,0.01,0.43,1.11,920.05,115.64,68.26,182.97,0.45,1.01,2.25,27.05,55.52,26.08,0.88,22.07,67.12,88.49,0.21,0.51,0.36,0.0,0.54,1.18,612.97,88.6,94.77,104.94,0.5,1.22,2.42,31.03,50.35,23.17,0.96,21.9,37.34,66.83,0.48,1.22,0.94,0.01,1.16,1.84,707.18,139.46,49.94,83.3,0.54,1.38,2.53,28.92,54.49,22.32,1.13,34.52,39.57,57.81,0,TRAIN,3.0
2363,15.55,61.84,9.01,0.0,0.7,1.05,211.07,106.21,150.95,52.72,0.75,2.97,3.98,55.73,74.86,20.8,1.09,0.0,23.3,70.42,8.29,23.88,,0.01,0.94,1.22,230.22,132.81,141.86,39.67,0.65,1.88,2.88,47.95,65.11,15.26,1.52,0.0,18.41,56.81,8.72,27.23,,0.04,1.17,1.25,240.16,176.81,155.8,12.51,0.68,2.12,3.12,35.98,67.95,13.54,1.95,0.0,13.16,53.12,0,TRAIN,3.0
2364,2.04,20.95,3.85,0.05,0.16,0.16,687.53,67.29,609.57,,0.9,9.28,10.28,11.3,90.28,23.1,0.12,0.0,17.49,-16.45,3.39,41.44,17.07,0.07,0.11,0.11,1832.4,65.08,1650.0,,0.92,11.22,12.22,7.74,91.82,26.61,0.09,0.0,21.91,-39.8,3.77,5.7,22.75,2.35,9.78,10.07,2198.63,276.62,37.21,10.5,0.34,0.51,1.51,7.6,33.95,54.75,1.19,0.0,23.17,-130.7,0,TRAIN,3.0
2365,-3.07,-67.38,-3.11,0.04,0.3,0.31,368.74,69.35,260.42,1.99,0.95,20.95,21.95,7.03,95.44,15.39,0.37,0.0,10.23,34.03,30.52,87.3,14.24,0.1,0.78,0.81,169.85,60.2,88.11,2.93,0.65,1.86,2.86,41.72,65.04,75.05,0.83,0.0,5.22,15.57,33.98,57.1,19.96,0.52,1.77,1.8,213.87,105.74,85.09,2.49,0.4,0.68,1.68,43.79,40.5,118.81,2.16,0.0,5.77,14.16,0,TRAIN,3.0
2366,-0.84,-1.63,-0.57,1.73,2.04,2.14,181.18,35.7,115.0,11.47,0.48,0.93,1.93,-0.84,48.3,-1.74,,0.0,0.0,0.0,11.54,19.2,8.19,2.43,2.62,2.62,258.11,18.5,97.38,,0.4,0.66,1.66,11.54,39.87,28.95,,0.0,0.0,0.0,7.56,14.43,20.91,1.67,2.15,2.15,1006.55,224.21,462.77,,0.48,0.91,1.91,7.56,47.59,15.89,,0.0,0.0,0.0,0,TRAIN,3.0
2367,3.86,10.93,9.33,0.07,0.73,1.17,879.03,188.17,158.61,123.34,0.62,1.76,2.83,10.61,64.66,16.43,1.04,28.65,16.28,58.41,4.68,11.65,7.14,0.04,0.76,1.17,555.11,88.22,54.48,50.53,0.51,1.27,2.49,14.05,51.09,27.23,0.94,18.99,10.3,42.88,1.17,2.74,1.67,0.03,0.34,0.9,516.77,48.32,85.03,86.13,0.5,1.17,2.34,13.18,50.19,25.9,0.86,17.29,12.16,50.55,0,TRAIN,3.0
2368,14.23,23.37,5.03,1.81,2.18,2.25,128.69,17.69,47.98,3.47,0.39,0.64,1.64,47.21,39.11,69.57,4.42,0.0,11.66,46.34,41.35,52.84,,2.8,4.58,4.58,126.34,44.73,26.1,0.04,0.22,0.28,1.28,63.39,21.74,224.02,22.13,0.0,5.25,17.24,28.95,31.8,,11.14,12.15,12.16,206.6,10.92,16.42,0.08,0.09,0.1,1.1,44.93,8.77,341.69,50.78,0.0,6.65,20.61,0,TRAIN,3.0
2369,28.72,31.42,,11.66,11.66,11.66,975.76,,82.8,,0.09,0.09,1.09,28.72,8.58,334.78,,0.0,0.0,0.0,27.13,29.63,77.23,11.87,11.87,11.87,1036.05,,86.33,,8.43,9.2,1.09,27.27,8.43,322.06,,0.0,0.38,0.38,22.29,22.78,77.35,27.01,46.83,46.83,1262.92,528.75,26.67,,2.14,2.18,1.02,22.29,2.14,1044.06,,0.0,0.0,0.0,0,TRAIN,3.0
2370,28.87,97.44,4.33,0.83,1.41,1.47,54.53,21.14,36.45,2.07,0.7,2.37,3.37,89.91,70.37,41.03,,0.0,9.14,66.51,-3.24,-12.73,-0.76,0.68,0.69,0.81,84.98,0.7,39.81,4.47,0.75,2.93,3.93,68.04,74.57,18.16,0.79,0.0,16.64,74.05,-0.84,-2.33,-0.2,0.37,0.89,0.91,86.84,19.16,36.57,0.6,0.64,1.77,2.77,82.47,63.9,43.38,0.91,0.0,19.87,66.93,0,TRAIN,3.0
2371,2.2,15.05,1.07,0.97,1.19,1.19,80.05,32.53,146.22,0.0,0.84,5.73,6.84,2.2,85.39,2.63,,0.0,0.0,0.0,51.83,93.09,8.51,0.84,2.26,2.26,59.74,37.02,26.19,0.0,44.33,79.62,1.8,53.19,44.33,116.93,,0.0,0.22,1.88,-7.63,-28.94,-1.21,0.3,1.19,1.19,57.82,37.7,42.1,0.01,73.63,279.25,3.79,-5.16,73.63,-6.55,2.17,0.0,0.39,33.4,0,TRAIN,3.0
2372,16.56,-85.68,3.01,0.24,0.58,0.58,66.24,21.33,64.0,,1.19,-6.17,-5.17,48.01,119.33,26.64,0.05,21.28,5.72,83.4,-311.79,85.21,-93.78,0.02,0.09,0.09,109.48,32.55,455.43,,4.66,-1.27,-0.27,-225.98,465.91,-59.7,-5.23,44.02,25.81,-44.48,24.0,-7.31,4.46,0.11,0.16,0.16,67.69,11.73,267.59,,4.28,-1.3,-0.3,24.0,428.32,10.78,-8.12,27.39,0.0,0.0,0,TRAIN,3.0
2373,-10.74,-13.52,-22.9,0.16,3.64,3.73,775.99,192.76,85.02,11.51,0.2,0.26,1.26,8.21,20.52,-46.43,2.04,4.98,40.41,282.71,-250.39,-1743.23,-330.34,0.01,1.03,1.07,480.24,256.61,249.14,12.67,85.57,595.72,6.96,-195.16,85.57,-288.56,0.95,21.29,51.44,266.9,21.81,74.71,26.33,0.1,1.47,1.52,439.47,314.63,208.58,12.27,70.65,242.0,3.43,49.68,70.65,32.52,4.81,13.15,23.15,59.38,0,TRAIN,3.0
2374,-3.09,-3.52,-47.58,0.11,1.33,1.33,5603.24,405.37,332.01,,0.12,0.14,1.14,-0.72,12.08,5.03,0.99,0.0,36.48,67.37,-0.66,-0.71,,0.28,1.56,1.56,5775.32,238.48,218.35,,0.08,0.09,1.09,0.0,7.86,21.71,1.02,0.0,8.05,18.17,0.82,0.87,10.48,0.32,2.55,2.55,4679.11,273.13,138.64,,0.07,0.07,1.07,1.38,6.71,42.2,1.05,0.0,4.46,9.28,0,TRAIN,3.0
2375,2.27,12.03,0.63,0.88,1.23,1.23,101.3,28.55,81.3,,0.81,4.3,5.3,4.38,81.15,2.8,,0.0,0.59,27.13,-0.15,-1.21,-0.05,0.26,1.14,1.14,125.51,96.04,108.55,,0.87,6.97,7.97,17.25,87.45,-0.17,,0.0,6.0,63.72,3.04,30.94,0.9,0.22,1.1,1.1,108.01,58.36,66.79,,0.9,9.17,10.17,35.44,90.16,3.38,1.19,0.0,9.61,72.64,0,TRAIN,3.0
2376,4.1,59.29,1.35,0.08,1.01,1.01,119.58,102.9,110.08,,0.93,13.46,14.46,4.1,93.08,6.09,1.16,0.0,0.0,0.0,3.04,41.98,1.45,0.17,0.35,0.37,174.12,28.22,159.74,3.9,0.93,12.82,13.82,3.04,92.76,5.03,0.11,0.0,0.0,0.0,2.38,37.02,2.47,0.02,0.29,0.29,377.11,93.03,348.95,,0.94,14.53,15.53,2.66,93.56,4.36,0.09,0.0,0.23,3.87,0,TRAIN,3.0
2377,1.47,15.1,1.45,0.02,0.49,0.49,358.57,143.69,305.78,,0.9,9.27,10.27,8.36,90.26,7.57,0.24,0.0,6.79,39.66,-85.84,155.62,,0.04,0.26,0.65,193.55,54.13,237.39,91.42,1.55,-2.81,-1.81,-60.25,155.16,-45.23,-1.3,0.0,9.44,41.4,0.96,9.4,,0.02,1.36,1.4,302.69,275.83,206.4,8.11,0.9,8.8,9.8,6.36,89.8,2.7,8.18,0.0,3.28,36.55,0,TRAIN,3.0
2378,2.71,3.81,4.22,3.01,3.47,3.47,163.35,73.98,161.16,,0.29,0.4,1.4,2.71,28.78,9.43,,0.0,0.0,0.0,-19.9,-141.5,-14.6,0.33,0.77,1.05,267.1,100.37,227.02,63.1,0.86,6.11,7.11,-19.9,85.94,-22.9,1.39,0.0,0.0,0.0,2.06,15.63,1.42,0.2,0.75,1.08,251.03,119.93,215.29,71.34,0.87,6.58,7.58,2.06,86.81,4.74,2.21,0.0,0.0,0.0,0,TRAIN,3.0
2379,77.64,100.0,1.73,4.47,4.47,4.47,6.07,,1.8,,0.22,0.29,1.29,315.43,22.36,347.18,,0.0,5.31,18.17,4.43,18.25,4.09,1.25,1.25,1.25,335.59,,251.25,,75.7,311.53,4.12,8.34,75.7,7.45,4.66,0.0,3.6,7.18,19.21,20.49,5.17,14.08,14.08,14.08,97.93,,6.03,,6.23,6.64,1.07,34.3,6.23,368.09,7.62,0.0,4.06,34.74,0,TRAIN,3.0
2380,0.74,1.42,3.41,1.79,2.05,2.09,1283.23,6.83,795.96,30.73,47.9,91.94,1.92,13.07,47.9,1.54,,0.0,56.9,86.83,0.9,2.61,2.64,1.52,1.52,1.52,1070.92,2.8,694.67,0.0,65.59,190.59,2.91,0.9,65.59,1.37,,0.0,0.0,0.0,-0.66,1.8,-1.32,0.72,0.73,0.73,729.09,6.75,902.15,,136.71,-372.4,-2.72,-0.66,136.71,-0.48,,11.6,0.0,0.0,0,TRAIN,3.0
2381,15.82,30.38,16.11,0.08,0.13,0.15,370.63,5.26,118.16,3.03,0.48,0.92,1.92,32.87,47.91,64.27,0.72,12.46,17.36,32.16,13.27,28.55,,4.13,4.14,4.21,552.46,0.34,49.1,3.56,0.54,1.15,2.15,25.6,53.52,42.58,1.47,44.26,13.41,21.55,9.86,18.35,,5.4,8.74,8.9,533.67,81.37,24.37,3.86,0.46,0.86,1.86,22.29,46.28,35.37,1.63,39.16,13.16,23.77,0,TRAIN,3.0
2382,6.37,14.69,31.58,0.18,4.43,4.43,1803.3,406.01,95.54,,0.09,0.21,2.31,6.37,56.62,93.15,0.62,0.0,0.0,0.0,0.87,1.9,4.57,0.32,5.54,5.54,1923.58,394.98,75.79,,0.08,0.19,2.2,0.87,8.42,57.14,0.64,0.0,0.0,0.0,6.71,12.83,21.12,0.06,5.23,5.23,1145.41,252.2,48.79,,0.04,0.08,1.91,6.71,4.31,245.24,0.68,0.0,0.0,0.0,0,TRAIN,3.0
2383,2.71,2.84,5.19,85.98,85.98,122.5,347.06,,5.64,208.66,0.05,0.05,1.05,2.71,4.53,59.84,,0.0,0.0,0.0,-7.68,-9.49,-21.46,3.82,3.82,5.28,1016.68,,190.39,278.4,19.02,23.49,1.23,6.56,19.02,-40.4,,0.0,39.8,82.7,-11.59,-14.49,-1487.5,3.39,3.43,4.99,46710.3,369.0,9252.0,14463.0,20.03,25.04,1.25,-11.59,20.03,-57.88,,0.0,0.0,0.0,0,TRAIN,3.0
2384,0.53,1.11,3.11,1.63,1.89,1.89,2151.44,298.0,1123.2,,0.53,1.12,2.12,0.53,52.79,1.0,,0.0,0.0,0.0,6.35,25.31,10.05,0.26,0.34,0.34,576.25,31.68,426.93,,0.75,2.99,3.99,6.35,74.91,8.48,0.34,0.0,0.0,0.0,8.88,31.17,67.49,0.36,0.58,0.58,2765.66,431.97,1955.74,,0.72,2.51,3.51,8.88,71.5,12.42,0.49,0.0,0.0,0.0,0,TRAIN,3.0
2385,0.0,0.0,,3.73,4.67,4.67,173.06,96.05,102.6,,21.41,27.24,1.27,0.0,21.41,0.0,,0.0,0.0,0.0,12.69,16.57,,1.37,4.28,4.28,289.23,194.12,66.89,,23.38,30.52,1.31,12.69,23.38,54.29,,0.0,0.0,0.0,1.54,2.03,,0.03,4.15,4.15,362.02,355.07,86.18,,24.07,31.7,1.32,1.54,24.07,6.4,,0.0,0.0,0.0,0,TRAIN,3.0
2386,1.54,9.1,3.06,0.02,0.17,0.17,722.56,66.96,460.5,0.0,0.83,4.91,5.91,5.09,83.07,5.1,0.4,18.55,7.05,33.77,1.67,8.97,1.99,0.06,0.11,0.15,432.51,17.58,282.82,15.24,0.81,4.36,5.36,5.37,81.34,12.02,0.26,11.35,3.18,12.76,1.1,5.06,1.59,0.03,0.11,0.11,523.68,31.21,366.44,,0.78,3.59,4.59,6.74,78.19,11.01,0.27,4.53,6.1,24.99,0,TRAIN,3.0
2387,6.46,14.32,6.57,0.04,0.66,0.76,370.29,124.2,164.74,20.69,0.55,1.22,2.22,14.22,54.87,18.37,0.78,9.36,7.89,46.94,1.51,3.2,0.81,0.07,0.29,0.55,194.59,20.72,71.43,25.07,0.53,1.12,2.12,9.91,52.88,12.33,0.69,15.1,3.13,33.33,4.96,9.69,5.96,0.15,0.35,0.55,437.17,39.56,137.96,40.4,0.49,0.95,1.95,16.0,48.76,22.58,0.72,16.22,9.72,31.7,0,TRAIN,3.0
2388,2.08,2.67,1.49,2.7,4.05,4.05,260.89,76.37,56.83,0.04,0.22,0.28,1.28,3.28,22.09,20.23,7.4,0.0,0.87,-25.26,1.31,2.32,1.73,1.08,1.69,1.71,482.89,125.95,205.94,4.24,0.44,0.78,1.78,15.69,43.67,15.04,2.16,0.0,19.08,71.94,4.59,10.37,6.26,0.94,1.2,1.21,497.33,70.32,272.05,3.84,0.56,1.26,2.26,17.89,55.77,17.15,1.35,0.0,18.19,50.14,0,TRAIN,3.0
2389,-4.5,-4.65,-5.17,4.25,32.85,32.85,207.87,359.92,12.58,,0.03,0.03,1.03,-4.5,3.04,-148.0,,0.0,0.0,0.0,23.89,49.35,8.32,0.81,1.94,1.94,126.81,73.33,64.69,,0.52,1.07,2.07,23.89,51.58,46.33,,0.0,0.0,0.0,14.01,25.46,2.66,0.54,1.76,1.76,69.09,37.39,30.72,,0.45,0.82,1.82,14.01,44.96,33.74,2.62,0.0,0.0,0.0,0,TRAIN,3.0
2390,0.48,7.17,8.17,1.75,1.91,2.74,6199.9,239.92,1438.42,1199.52,0.24,3.52,14.96,3.36,93.31,64.45,0.19,0.0,49.09,-81.68,6.33,44.41,29.96,0.76,0.79,0.83,1722.91,39.97,1460.58,67.29,0.86,6.02,7.02,9.29,85.75,26.42,0.5,0.0,14.01,-23.72,6.97,18.08,75.78,0.34,0.4,0.55,3959.98,140.64,2404.52,368.75,0.61,1.6,2.6,17.24,61.47,46.24,0.58,0.0,111.81,-12.72,0,TRAIN,3.0
2391,9.82,32.41,2.24,0.95,1.45,1.45,82.86,28.33,56.68,,0.7,2.3,3.3,9.82,69.7,14.09,,0.0,0.0,0.0,20.66,34.3,3.02,1.97,2.05,2.57,53.26,1.49,20.51,10.69,0.4,0.66,1.66,20.66,39.78,51.93,,0.0,0.0,0.0,52.46,64.67,12.5,4.33,4.47,5.3,86.69,2.32,16.18,13.42,0.19,0.23,1.23,52.46,18.87,277.99,,0.0,0.0,0.0,0,TRAIN,3.0
2392,0.63,1.54,2.0,0.01,0.11,0.89,1153.02,25.42,210.34,201.61,0.41,0.99,2.43,17.19,58.91,18.32,0.73,20.86,52.45,1527.02,7.5,15.5,17.39,0.02,0.25,0.92,844.01,43.75,185.89,123.33,0.35,0.72,2.07,26.22,34.81,39.43,0.75,10.67,31.32,133.87,1.18,2.45,4.0,0.1,0.19,0.78,1229.7,29.35,213.17,203.63,0.36,0.75,2.06,22.01,36.2,21.22,0.71,15.21,49.7,234.65,0,TRAIN,3.0
2393,-11.01,-30.78,-17.7,-0.07,0.09,0.82,585.04,36.02,213.65,165.68,0.47,1.32,2.79,8.6,64.22,2.63,0.63,3.91,31.52,655.7,-3.19,-10.06,-4.69,-0.03,0.03,0.81,534.06,14.44,185.63,183.66,0.53,1.67,3.15,16.83,53.01,15.41,0.61,11.36,20.99,158.56,-3.36,-13.94,-5.03,0.25,0.32,0.78,545.43,20.67,207.45,140.93,0.62,2.59,4.15,14.47,62.49,11.86,0.53,20.03,19.0,158.15,0,TRAIN,3.0
2394,4.43,20.69,1.78,0.84,2.23,2.32,146.36,66.64,48.15,4.39,0.79,3.67,4.67,12.77,78.6,12.48,0.95,0.0,3.35,39.26,1.24,55.09,0.61,0.29,5.35,5.55,178.28,135.27,26.7,5.21,0.98,43.45,44.45,7.61,97.75,5.51,0.15,0.0,3.12,47.2,7.68,70.82,2.72,0.92,2.66,2.71,128.98,65.85,37.78,1.82,0.89,8.22,9.22,16.92,89.16,12.24,0.56,0.0,3.27,40.09,0,TRAIN,3.0
2395,3.31,3.91,4.54,2.96,4.85,7.59,498.76,73.15,38.8,107.91,0.12,0.14,1.18,28.95,15.23,89.48,2.16,0.0,35.12,99.92,6.86,7.99,9.22,5.62,7.62,10.93,489.32,56.63,28.22,93.27,0.11,0.13,1.17,31.36,10.75,136.91,2.42,0.0,23.09,61.61,0.36,0.43,0.61,3.66,5.52,9.56,611.75,66.88,35.83,144.5,0.12,0.15,1.18,25.21,12.33,62.71,2.08,0.0,29.0,80.67,0,TRAIN,3.0
2396,7.98,61.8,13.26,0.34,0.37,0.73,604.51,17.08,516.25,188.16,0.87,6.74,7.74,19.11,87.08,16.79,0.36,0.0,18.47,225.18,11.43,56.89,19.27,0.41,0.45,0.69,613.46,20.7,442.32,113.92,0.8,3.98,4.98,19.52,79.9,26.39,0.45,6.52,13.63,47.87,3.21,13.35,4.64,0.46,0.52,0.77,527.06,21.44,365.6,101.68,0.76,3.16,4.16,11.85,75.98,20.64,0.59,5.31,12.52,106.42,0,TRAIN,3.0
2397,-21.1,66.84,-15.17,0.08,0.32,0.32,261.7,75.84,311.72,,1.32,-4.17,-3.17,-21.1,131.58,4.53,-0.33,0.0,0.0,0.0,8.92,-39.9,7.19,0.06,0.53,0.53,293.31,161.03,339.07,,122.36,-547.24,-4.47,20.5,122.36,27.79,-0.47,0.0,6.88,16.24,10.15,-854.31,11.85,0.11,0.59,0.61,425.32,202.01,415.57,8.51,101.19,-8520.94,-84.21,19.25,101.19,16.56,0.03,-0.51,7.82,28.85,0,TRAIN,3.0
2398,159.58,246.24,25.02,2.35,2.58,2.95,57.07,4.3,19.11,7.11,0.34,0.52,1.54,237.3,35.2,471.25,,0.0,12.19,31.53,50.7,83.03,,3.5,3.8,3.8,186.9,10.64,35.36,,0.39,0.64,1.64,77.06,38.93,145.83,2.94,0.0,9.97,21.39,17.85,39.62,,15.78,15.92,17.0,766.23,5.68,40.72,44.17,0.55,1.22,2.22,30.89,54.95,39.2,10.88,42.81,21.57,23.15,0,TRAIN,3.0
2399,7.36,10.78,12.32,2.18,7.4,10.73,609.42,111.42,21.31,71.94,0.3,0.44,1.47,24.49,31.78,56.02,1.53,22.29,28.69,94.13,9.01,13.01,15.86,0.68,1.73,3.94,640.9,78.39,74.74,165.42,30.11,43.49,1.44,25.04,30.11,61.96,1.64,9.8,20.14,41.42,15.7,27.55,39.46,0.33,1.79,3.34,914.74,132.51,79.11,227.54,42.79,75.08,1.75,24.13,42.79,41.76,1.83,31.8,14.42,33.14,0,TRAIN,3.0
2400,-25.98,-401.79,,0.28,0.61,0.61,118.86,35.82,109.9,,0.94,14.47,15.47,-13.52,93.53,-27.77,0.15,0.0,2.75,-78.88,0.38,11.8,0.09,-0.05,0.38,0.38,87.79,43.36,102.97,,0.97,30.43,31.44,8.47,96.78,0.39,-0.34,0.0,1.34,32.05,2.34,61.01,0.76,0.23,0.28,0.28,118.12,5.85,112.79,,0.94,24.57,26.06,9.6,94.28,20.42,0.02,0.0,1.66,17.15,0,TRAIN,3.0
2401,8.75,16.61,0.92,0.29,0.48,0.48,38.36,3.44,17.95,,0.47,0.9,1.9,55.56,47.32,127.1,0.68,0.0,4.93,40.23,6.92,12.15,1.71,0.12,0.78,1.08,89.71,25.26,13.03,11.64,0.43,0.76,1.76,64.42,43.06,16.07,1.07,28.37,10.48,114.6,42.53,74.45,20.32,0.77,1.71,2.33,173.92,69.48,73.75,45.57,0.43,0.75,1.75,76.32,42.87,99.2,,0.0,12.87,30.37,0,TRAIN,3.0
2402,48.34,63.6,9.23,3.51,3.87,3.95,69.48,5.84,16.42,1.41,0.24,0.32,1.32,63.56,24.0,205.23,13.89,0.0,2.9,19.17,14.99,22.44,3.54,0.85,2.62,2.83,85.93,49.78,27.98,5.72,0.33,0.5,1.5,42.51,33.2,53.35,9.87,0.0,4.49,37.11,16.29,18.84,5.09,3.47,5.02,6.35,113.83,23.14,14.87,19.72,0.14,0.16,1.16,36.45,13.52,145.57,5.42,0.0,4.59,34.67,0,TRAIN,3.0
2403,-0.77,100.0,-0.2,0.1,0.87,0.87,93.68,71.66,93.36,,1.01,-131.16,-130.16,-0.77,100.77,-0.76,-0.06,0.0,0.0,0.0,6.56,34.57,,0.53,1.14,1.14,30.55,15.0,24.49,,81.03,427.09,5.27,6.56,81.03,8.09,2.55,0.0,0.0,0.0,24.06,59.3,,1.05,1.68,1.68,9.4,3.47,5.53,,59.43,146.52,2.47,24.06,59.43,40.48,,0.0,0.0,0.0,0,TRAIN,3.0
2404,1.34,2.05,2.56,0.36,0.55,3.04,694.35,25.04,115.67,337.19,0.29,0.45,1.53,13.97,34.74,25.7,1.71,2.62,24.1,94.85,1.51,2.08,1.39,1.01,2.72,6.04,335.45,57.99,33.91,112.44,0.21,0.29,1.38,16.62,21.34,21.76,2.05,0.0,10.02,74.63,1.4,2.08,2.55,0.95,1.65,3.87,661.64,76.53,106.59,243.61,0.27,0.41,1.49,13.72,27.3,13.95,2.06,0.49,16.07,127.01,0,TRAIN,3.0
2405,0.85,-10.96,1.35,0.03,0.22,0.7,575.38,61.18,336.91,163.86,0.9,-11.56,-12.86,24.17,107.77,14.73,-0.07,3.75,36.87,1442.23,9.33,140.59,16.74,0.03,0.21,0.86,653.03,61.36,338.67,221.73,0.78,11.77,15.07,31.96,78.09,24.04,0.12,0.0,28.05,206.9,0.5,6.75,0.98,0.0,0.19,0.64,705.49,87.15,473.77,212.9,0.78,10.41,13.4,25.48,77.67,12.26,0.13,0.0,34.2,-1010.99,0,TRAIN,3.0
2406,39.16,66.75,743.56,1.33,2.42,2.42,3588.76,3076.27,2825.6,0.0,0.41,0.7,1.7,39.16,41.34,94.73,,0.0,0.0,0.0,0.13,0.22,0.07,0.41,1.35,2.55,201.26,73.01,77.94,93.82,0.4,0.66,1.66,6.97,39.82,0.33,,0.0,2.84,38.75,-0.38,-1.2,-0.23,0.01,0.34,0.68,219.49,49.24,148.14,49.42,0.69,2.19,3.19,4.63,68.62,5.25,0.58,0.0,2.25,29.67,0,TRAIN,3.0
2407,5.01,5.21,15.76,16.71,18.6,18.6,1144.51,79.86,42.19,,0.04,0.04,1.04,5.01,3.73,284.1,3.14,0.0,0.0,0.0,2.24,2.25,18.88,62.05,116.48,116.48,3068.55,1052.57,19.34,,0.01,0.01,1.01,2.24,0.64,1160.64,3.85,0.0,0.0,0.0,8.82,9.08,50.49,20.56,27.55,27.55,2083.57,413.79,59.21,,0.03,0.03,1.03,8.82,2.87,379.49,4.66,0.0,0.0,0.0,0,TRAIN,3.0
2408,-6.19,-961.87,-3.54,0.15,0.83,0.83,208.26,123.89,177.59,,0.99,154.43,155.43,26.02,99.36,-2.36,0.43,2.45,18.43,241.35,24.56,97.04,15.02,0.11,1.74,1.74,222.55,163.22,73.78,,0.75,2.95,3.95,55.37,74.69,45.65,1.62,11.91,13.29,32.43,4.13,10.14,,0.09,1.41,1.75,227.15,133.63,77.61,33.87,0.59,1.46,2.46,35.13,59.3,15.16,2.23,10.53,14.48,56.48,0,TRAIN,3.0
2409,18.89,69.37,19.72,0.07,0.83,0.83,346.51,210.11,172.8,,0.73,2.67,3.67,18.89,72.77,32.98,0.69,26.78,0.0,0.0,13.7,40.4,,0.05,1.2,1.2,370.41,278.11,183.83,0.0,0.66,1.95,2.95,13.7,66.1,33.19,1.62,15.87,0.0,0.0,14.63,27.67,,0.39,1.18,1.18,371.29,137.71,47.28,,0.47,0.89,1.89,14.63,47.13,59.72,1.2,34.25,0.0,0.0,0,TRAIN,3.0
2410,3.79,15.32,3.97,0.02,0.76,1.02,380.66,120.81,251.85,68.94,0.75,3.04,4.04,16.47,75.24,8.5,1.02,3.23,13.26,57.16,17.8,37.79,8.58,0.1,1.14,1.32,175.41,69.99,85.06,15.89,0.53,1.12,2.12,33.57,52.9,40.33,1.41,0.0,5.48,25.63,6.46,10.42,2.24,0.2,1.62,1.94,126.19,47.12,33.77,11.06,0.38,0.61,1.61,29.97,37.98,28.23,1.45,0.0,5.82,57.08,0,TRAIN,3.0
