Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
2790,14.23,98.64,6.69,0.06,1.02,1.08,171.06,135.45,123.96,9.56,0.86,5.93,6.93,25.18,85.57,23.33,1.75,10.76,5.15,30.19,9.71,70.53,3.66,0.05,0.95,1.03,137.59,90.48,51.02,7.95,0.86,6.27,7.27,16.94,86.24,17.2,1.15,47.57,2.73,27.79,4.55,28.56,4.86,0.01,0.99,1.08,388.25,281.81,109.4,26.72,0.84,5.27,6.27,9.19,84.06,9.33,1.31,54.17,4.95,30.97,0,TEST,0.0
2791,0.99,7.13,0.87,0.78,1.0,1.0,320.65,60.62,272.97,,0.86,6.2,7.2,7.2,86.1,4.55,1.02,0.0,5.47,63.72,0.23,2.11,0.22,0.63,1.03,1.03,343.71,119.42,299.74,0.09,0.89,8.13,9.13,7.78,89.05,4.03,1.27,0.0,7.11,72.12,-11.43,-88.66,-48.81,0.88,1.01,1.02,1554.23,175.73,1336.86,0.94,0.87,6.76,7.76,-1.23,87.11,-4.29,1.12,0.0,43.57,127.87,0,TEST,0.0
2792,0.22,0.37,1.59,0.27,0.32,0.32,2589.63,57.24,987.87,0.0,0.39,0.63,1.63,1.85,38.66,19.45,0.7,0.0,11.55,16.99,0.09,0.16,0.1,0.41,0.48,0.48,374.57,10.64,147.43,,0.4,0.67,1.67,5.94,40.13,18.98,0.74,0.0,6.0,42.71,0.18,0.25,0.43,0.27,0.39,0.39,874.61,29.34,241.23,,0.28,0.39,1.39,5.88,28.0,34.03,0.81,0.0,13.7,35.3,0,TEST,0.0
2793,29.54,57.3,21.61,0.16,0.32,1.43,266.28,11.2,75.13,84.74,0.47,0.91,1.94,58.89,48.45,88.73,1.13,0.0,21.47,45.98,4.15,8.48,4.03,0.25,0.61,1.46,354.42,44.12,123.57,106.11,0.4,0.82,2.04,31.38,51.03,37.67,1.09,0.0,26.44,96.8,10.74,22.3,11.35,0.1,1.0,1.51,384.54,149.84,105.61,86.13,0.45,0.94,2.08,35.54,51.83,40.61,1.44,16.13,26.2,73.85,0,TEST,0.0
2794,-3.83,-9.79,-64.72,17.94,50.09,57.9,6158.0,657.76,20.46,162.06,0.22,0.57,2.56,-1.87,60.91,38.69,0.76,21.92,33.06,21.64,0.15,0.35,0.94,3.7,6.74,9.12,2337.5,127.16,41.78,100.93,0.2,0.47,2.38,2.89,57.91,73.83,0.72,18.09,17.56,22.34,0.57,1.22,2.28,0.14,0.6,1.89,1455.73,44.16,97.95,128.8,0.18,0.38,2.13,5.7,53.06,86.53,0.67,10.95,20.52,35.86,0,TEST,0.0
2795,5.8,8.0,14.19,0.02,2.07,5.23,890.59,150.02,73.03,235.13,0.27,0.38,1.38,11.51,27.49,42.53,1.63,18.77,13.96,85.59,9.08,12.43,21.35,0.09,3.65,8.3,858.46,162.15,44.39,214.54,0.27,0.37,1.37,13.48,26.98,59.35,1.71,21.36,10.35,61.82,2.11,2.92,5.53,0.06,6.26,10.69,951.96,232.9,36.87,168.9,0.28,0.38,1.38,5.26,27.56,36.2,1.68,23.27,8.22,1221.0,0,TEST,0.0
2796,4.55,13.22,2.34,1.09,1.51,1.51,187.2,50.48,121.06,,0.66,1.91,2.91,4.55,65.58,34.47,,0.0,0.0,0.0,7.42,11.97,3.08,1.11,2.57,2.57,151.72,82.87,56.91,,0.38,0.61,1.61,33.5,38.03,19.5,,0.0,10.84,94.53,4.15,15.33,2.05,0.53,0.71,0.71,179.97,23.22,129.82,,0.73,2.7,3.7,4.15,72.94,5.69,0.57,0.0,0.0,0.0,0,TEST,0.0
2797,28.29,32.73,13.76,6.36,7.02,7.58,177.09,15.3,23.11,13.12,0.14,0.16,1.16,49.86,13.55,208.75,,0.0,10.49,43.53,33.49,41.38,14.99,3.63,4.94,5.33,163.34,39.44,30.23,12.06,0.19,0.24,1.24,51.17,19.07,175.59,,0.0,7.91,33.34,29.62,45.2,15.74,1.99,2.87,3.04,193.4,55.43,62.97,10.83,0.34,0.53,1.53,43.47,34.48,85.88,,0.0,7.36,30.0,0,TEST,0.0
2798,-7946.35,384.11,-29.86,-0.66,-0.29,0.05,1.37,10.27,7.5,9.37,20.38,-0.99,-0.05,-6709.38,2168.75,-389.91,,1483.85,4.65,-19.9,-30.56,290.72,-26.85,-0.3,-0.09,0.91,320.68,20.59,47.2,96.22,1.1,-10.48,-9.51,-28.61,110.51,-27.75,0.97,27.98,1.71,-7.12,-38.91,548.28,-20.99,-0.6,-0.6,1.09,196.34,0.0,42.56,72.92,1.07,-15.09,-14.09,-26.68,107.1,-36.33,1.05,13.17,6.6,-52.77,0,TEST,0.0
2799,12.85,19.5,17.71,0.33,0.77,0.77,501.63,73.13,169.01,,0.34,0.52,1.52,20.24,34.1,76.61,0.89,0.0,10.18,19.52,18.01,27.25,25.54,0.43,0.61,0.61,517.59,23.3,126.22,,0.34,0.51,1.51,37.12,33.88,69.43,0.89,0.0,27.09,46.44,14.16,18.24,10.09,0.76,1.29,1.29,259.37,22.99,43.37,,0.22,0.29,1.29,37.07,22.38,108.51,1.06,0.0,16.32,47.16,0,TEST,0.0
2800,20.37,34.68,18.65,0.17,0.59,1.46,333.2,56.63,76.11,117.49,0.41,0.7,1.7,37.51,41.26,84.7,1.45,17.42,15.69,61.79,12.97,74.9,12.16,0.21,0.54,0.83,342.05,91.13,272.83,79.73,0.83,4.77,5.77,29.8,82.68,31.71,0.57,0.0,15.76,73.99,0.91,5.56,1.24,0.01,0.29,0.68,495.46,114.44,404.13,155.56,0.84,5.12,6.12,16.67,83.66,12.56,0.39,0.0,15.08,202.04,0,TEST,0.0
2801,16.94,22.52,16.45,1.09,1.84,1.86,353.37,62.16,82.73,2.18,0.25,0.33,1.33,43.3,24.76,116.95,1.37,0.0,25.58,40.0,36.99,90.13,29.79,0.51,0.82,0.83,293.95,51.09,167.28,0.96,0.59,1.44,2.44,55.13,58.96,79.09,0.79,0.0,14.61,23.19,37.32,48.56,32.07,2.17,2.4,2.44,312.8,15.3,67.13,2.97,0.23,0.3,1.3,50.24,23.15,175.56,1.65,0.0,11.1,18.73,0,TEST,0.0
2802,13.59,39.36,5.34,0.37,1.72,1.72,143.1,0.0,55.87,0.0,0.65,1.9,2.9,66.05,65.48,25.8,1.89,0.0,20.63,71.54,-21.58,-75.51,-11.88,0.54,1.92,1.92,200.88,54.62,39.61,,0.71,2.5,3.5,63.35,71.42,2.28,1.31,0.0,46.74,89.0,-95.77,309.11,-48.97,0.3,0.38,0.38,186.13,10.65,125.11,,1.31,-4.23,-3.23,0.12,130.98,-39.38,0.45,0.0,49.03,164.98,0,TEST,0.0
2803,10.87,45.44,22.4,0.05,0.85,1.15,750.3,248.02,115.81,90.93,0.61,2.55,4.18,19.06,76.09,56.82,0.83,25.77,16.9,90.9,13.56,37.86,22.45,0.02,0.24,0.61,604.43,47.49,215.88,84.65,0.53,1.49,2.79,24.3,64.19,64.61,0.67,0.9,17.8,147.68,-6.5,-19.32,-16.91,0.05,0.1,0.56,946.88,20.22,420.98,196.32,0.55,1.64,2.97,4.86,66.35,29.74,0.57,0.0,29.54,-511.6,0,TEST,0.0
2804,7.46,13.13,2.83,2.34,2.34,2.34,73.65,0.0,57.98,0.0,0.43,0.76,1.76,24.21,43.16,24.99,,0.0,6.36,53.29,27.38,59.1,6.26,1.84,1.84,1.84,83.44,,31.83,,0.4,0.87,2.16,43.73,53.68,75.41,,0.0,3.74,29.35,16.73,30.73,5.02,2.2,2.39,2.39,109.15,6.17,32.04,,0.33,0.6,1.84,44.24,45.57,57.25,,0.0,8.25,64.73,0,TEST,0.0
2805,0.14,1.01,0.51,0.0,0.07,0.51,1376.22,54.54,698.87,335.34,0.8,5.89,7.4,11.04,86.49,23.85,0.54,27.12,41.22,177.62,0.14,0.48,0.93,0.05,0.21,0.52,2475.32,107.98,318.64,199.32,0.48,1.7,3.54,3.5,71.74,9.31,0.53,30.63,22.78,161.03,-0.56,-1.74,-3.72,0.04,0.36,0.81,2432.7,149.85,150.89,213.32,0.38,1.19,3.13,2.95,68.05,17.71,0.58,26.52,23.46,114.86,0,TEST,0.0
2806,1.51,1.67,13.68,3.05,9.23,16.45,3304.17,452.1,73.19,535.86,0.03,0.04,1.11,15.74,9.74,534.31,1.44,0.0,129.21,-142.26,2.25,2.6,26.07,0.84,2.55,4.66,4228.91,551.16,83.5,689.7,0.08,0.1,1.16,14.99,13.48,157.36,1.37,5.73,147.56,-81.27,8.23,9.14,71.99,0.29,3.37,7.09,3182.58,425.63,138.17,520.6,0.05,0.06,1.11,16.96,9.88,417.15,1.32,0.0,76.32,-100.68,0,TEST,0.0
2807,19.94,87.58,24.92,0.08,0.31,0.31,454.72,80.4,346.97,0.03,0.77,3.39,4.39,35.3,77.23,27.0,0.3,0.0,19.19,37.64,7.9,31.09,8.03,0.28,0.42,0.42,371.29,38.24,272.0,1.55,0.75,2.94,3.94,18.34,74.6,17.19,0.37,0.0,10.63,40.18,1.03,3.9,0.91,0.15,0.45,0.49,320.99,70.23,232.51,9.26,0.73,2.77,3.77,14.86,73.5,10.96,0.42,0.0,12.2,58.16,0,TEST,0.0
2808,1.29,79.8,46.15,0.01,0.46,0.61,12975.57,5600.31,12624.77,1916.44,0.98,60.64,61.64,1.94,98.38,3.88,0.04,0.0,22.9,20.59,2.5,90.19,18.68,0.0,0.44,0.78,2722.38,1135.3,2610.54,904.75,0.97,35.02,36.02,3.38,97.22,4.42,0.11,0.0,6.52,64.64,0.71,71.25,5.34,0.02,0.4,0.85,2728.14,1027.15,2669.72,1206.3,0.99,98.97,99.97,4.19,99.0,2.03,0.06,0.0,26.07,-944.71,0,TEST,0.0
2809,1.96,8.6,1.18,0.08,1.56,1.57,219.53,186.93,90.97,1.03,0.77,3.38,4.39,17.43,77.25,3.86,4.34,17.83,9.33,83.11,4.55,8.91,3.75,0.3,3.2,3.33,300.46,211.47,79.91,11.14,0.49,0.96,1.96,21.16,48.89,12.66,5.86,0.0,13.67,62.39,2.31,5.92,2.8,0.02,1.91,1.92,441.26,384.22,102.17,3.03,0.61,1.56,2.56,10.79,60.97,5.44,7.05,25.4,10.28,53.58,0,TEST,0.0
2810,2.24,30.24,4.81,0.06,1.04,1.12,781.09,175.86,64.16,13.82,0.75,10.17,13.48,6.26,92.58,12.25,0.76,35.43,8.61,35.7,0.48,5.1,0.94,0.02,0.3,0.41,713.66,65.69,93.18,28.48,0.75,7.9,10.58,5.27,90.55,12.21,0.55,24.81,9.35,50.61,3.2,26.25,5.59,0.13,0.64,0.89,634.78,48.85,73.15,24.24,0.77,6.32,8.19,8.61,87.79,13.73,0.75,4.03,9.43,48.97,0,TEST,0.0
2811,0.23,0.83,0.11,0.38,0.6,0.6,178.01,26.48,35.27,,0.72,2.54,3.54,91.66,71.78,13.02,0.52,46.97,44.71,82.62,-22.36,-789.5,-10.19,0.03,0.56,0.56,166.43,81.39,104.4,,0.97,34.31,35.31,41.05,97.17,-17.92,0.1,28.85,28.91,127.36,1.42,29.3,0.6,0.01,0.51,0.51,153.77,68.07,50.03,,0.95,19.59,20.59,61.74,95.14,5.23,0.14,57.38,25.48,79.73,0,TEST,0.0
2812,8.7,9.9,18.13,8.24,8.24,8.24,758.69,,91.07,,0.12,0.14,1.14,27.9,12.14,71.65,,0.0,40.04,64.0,2.87,51.37,1.08,0.88,0.89,1.07,137.67,1.69,127.26,22.49,0.94,16.92,17.92,41.66,94.42,3.04,,0.0,14.63,91.34,31.46,86.64,8.49,1.74,1.79,1.79,98.29,2.62,54.29,,0.64,1.75,2.75,62.09,63.7,49.38,,0.0,8.27,42.42,0,TEST,0.0
2813,-13.68,109.37,-11.03,0.05,0.21,0.21,293.56,53.66,288.09,,1.13,-9.0,-8.0,-13.68,112.5,-12.16,-0.15,12.21,0.0,0.0,-14.56,-509.68,-1.12,0.56,0.86,0.86,28.17,8.04,27.0,,0.97,34.01,35.01,-14.56,97.14,-14.99,0.17,0.0,0.0,0.0,5.54,84.67,1.77,0.23,0.97,0.97,116.5,79.81,107.68,,0.93,14.29,15.29,5.66,93.46,5.93,0.7,0.0,0.04,1.75,0,TEST,0.0
2814,-8.1,-21.84,-84.92,3.02,20.16,20.16,3814.61,226.25,55.56,0.0,0.46,1.24,2.7,0.99,62.9,12.47,1.13,0.0,95.3,278.1,-17.86,-65.5,-108.61,1.17,16.17,16.17,2219.96,108.6,41.74,0.0,0.59,2.16,3.67,-9.76,72.74,-1.45,1.14,0.0,49.22,-1977.2,1.78,5.55,6.58,0.68,13.11,13.11,1348.86,184.15,42.92,0.0,0.6,1.89,3.13,11.23,68.01,34.15,1.54,0.0,35.02,53.99,0,TEST,0.0
2815,0.86,3.1,0.53,0.43,1.83,2.11,225.28,84.29,56.26,17.27,0.51,1.83,3.59,44.13,72.18,47.07,1.22,1.84,26.78,66.17,0.46,42.71,0.26,0.61,0.9,0.9,206.97,48.34,77.58,0.13,0.9,82.94,92.5,32.34,98.92,16.76,0.37,42.26,18.08,64.87,-2.75,-30.82,-1.56,0.63,0.93,0.93,207.04,44.22,95.35,,0.91,10.21,11.21,18.53,91.08,15.38,0.81,25.1,12.1,41.57,0,TEST,0.0
2816,-4.38,86.3,-29.99,0.0,0.86,0.86,2490.28,965.27,1462.37,7.83,0.59,-11.7,-19.69,-4.26,105.08,-5.01,-0.1,0.0,0.84,-2.69,3.88,-351.9,193.44,0.06,0.17,0.26,18203.03,646.93,12639.83,1156.54,0.73,-66.52,-90.72,4.0,101.1,9.71,-0.01,0.0,6.15,-1.07,-0.44,29.49,-5.61,0.17,0.24,0.36,4651.95,249.59,3444.65,422.16,0.77,-51.97,-67.14,-0.2,101.49,7.54,-0.02,0.0,3.07,7.85,0,TEST,0.0
2817,-0.96,-9.2,-2.72,0.03,0.0,,1035.13,91.29,484.0,,0.9,8.61,9.61,3.29,89.59,21.69,0.69,18.87,12.07,69.36,-6.22,-110.04,-13.09,0.02,0.58,0.88,768.15,214.06,257.47,118.02,0.94,16.69,17.69,-0.85,94.35,20.66,0.6,16.83,11.29,126.33,-2.02,-70.46,-3.84,0.04,0.4,0.69,693.67,165.9,311.77,139.59,0.97,33.93,34.93,2.79,97.14,20.84,0.54,25.81,9.16,31.79,0,TEST,0.0
2818,3.0,12.95,12.65,0.02,0.34,0.79,1535.92,164.99,175.82,225.86,0.53,2.27,4.32,24.3,76.85,36.69,0.57,21.65,89.88,230.21,1.0,4.57,4.63,0.16,0.44,0.93,1687.59,159.08,155.02,283.61,0.58,2.64,4.57,19.98,78.1,30.31,0.66,24.97,87.77,264.28,2.8,12.07,12.76,0.24,0.47,0.89,1661.32,143.01,246.9,266.04,0.59,2.55,4.32,15.67,76.83,24.59,0.66,23.32,58.76,1058.38,0,TEST,0.0
2819,19.47,-24.07,4.19,0.06,0.09,0.54,78.3,4.83,139.85,62.8,1.81,-2.24,-1.24,24.78,180.9,11.18,-28.2,0.0,1.14,19.86,42.86,276.27,12.03,-0.19,0.64,1.17,102.43,70.08,84.9,45.54,0.84,5.45,6.45,48.5,84.49,51.52,8.42,0.0,1.58,11.31,31.92,82.51,14.49,-0.11,0.98,1.3,165.28,108.93,99.61,32.89,0.61,1.58,2.58,37.69,61.31,52.67,1.89,0.0,2.62,13.09,0,TEST,0.0
2820,0.43,7.93,0.3,0.0,1.06,1.06,258.85,255.61,232.7,,0.95,17.52,18.52,1.99,94.6,0.45,,3.6,1.11,61.41,0.76,6.42,0.68,0.25,1.08,1.08,330.91,237.83,287.72,,0.88,7.5,8.5,5.22,88.23,1.89,2.59,0.0,4.05,61.76,7.27,13.42,1.46,0.02,0.49,0.49,73.0,11.88,15.31,,0.46,0.85,1.85,27.23,45.82,34.27,0.79,13.9,4.0,50.09,0,TEST,0.0
2821,-5.34,107.41,-115.0,0.13,0.22,0.26,7843.83,599.36,6426.05,232.37,1.05,-21.13,-20.13,-5.15,104.97,-5.99,-0.06,0.0,3.95,-3.07,-0.56,10.16,-2.67,0.13,0.22,0.24,1748.07,0.52,1412.68,23.14,1.05,-19.23,-18.23,1.43,105.49,-1.29,-0.05,0.0,9.53,52.85,-2.4,33.83,-35.42,0.04,0.16,0.18,5366.28,161.93,4398.33,107.59,1.07,-15.08,-14.08,1.62,107.1,-4.13,-0.02,0.0,59.28,-16.12,0,TEST,0.0
2822,7.65,22.93,7.22,0.02,0.55,1.07,343.65,76.55,120.12,76.47,0.63,1.89,3.0,19.53,66.63,29.81,0.98,12.11,11.22,42.82,16.71,36.98,15.41,0.0,0.47,0.8,336.54,62.72,114.44,46.08,0.49,1.09,2.21,28.24,54.82,53.31,0.8,10.26,10.63,33.55,0.79,2.09,1.06,0.0,0.32,0.85,489.83,73.47,209.06,127.02,0.59,1.55,2.65,10.92,62.33,13.32,0.74,7.65,13.63,77.01,0,TEST,0.0
2823,0.11,5.92,6.74,0.2,0.23,0.23,22888.04,637.0,22223.04,,0.98,54.22,55.22,1.21,98.19,0.11,0.02,0.0,69.44,88.75,0.12,8.94,8.32,0.98,1.01,1.01,24942.8,907.8,24261.04,,0.99,72.4,73.4,1.22,98.64,0.12,,0.0,75.24,79.48,0.02,0.91,0.96,0.94,1.02,1.02,17959.52,1443.89,17376.62,0.0,0.98,45.88,46.88,1.77,97.87,0.02,,0.0,86.55,97.99,0,TEST,0.0
2824,7.14,69.34,28.76,0.24,0.36,1.27,1466.97,36.78,218.02,295.42,0.79,7.65,9.72,15.81,89.71,34.37,0.93,7.06,34.97,-186.67,8.66,45.82,34.43,0.3,0.7,1.6,1451.75,133.97,145.09,308.75,0.64,3.39,5.29,20.68,81.11,44.83,0.95,13.42,47.84,-115.99,-9.22,-59.3,-21.9,0.07,0.36,1.06,864.68,91.58,237.25,225.0,0.71,4.54,6.43,8.84,70.56,19.94,0.8,9.56,31.76,-320.05,0,TEST,0.0
2825,-17.3,-19.68,-80.8,4.95,6.61,10.28,1699.67,153.18,47.8,344.97,0.11,0.12,1.14,7.37,12.06,-34.93,2.12,5.2,115.22,-473.26,-6.34,-7.26,-23.99,5.09,5.84,10.23,1381.08,57.27,56.59,341.27,0.11,0.13,1.15,19.29,12.71,66.83,2.16,2.69,96.99,449.03,-8.51,-10.63,-29.82,2.04,2.7,5.12,1275.4,86.02,64.35,321.49,0.16,0.2,1.25,18.34,19.92,35.99,1.8,6.72,94.06,870.38,0,TEST,0.0
2826,3.63,4.26,11.72,12.7,17.06,23.87,1173.91,146.79,33.65,232.3,0.05,0.05,1.17,19.57,14.71,260.33,2.81,0.0,51.39,278.22,-0.16,-0.19,-0.57,7.61,13.16,18.85,1260.95,260.81,46.96,270.75,0.05,0.06,1.15,17.12,13.4,134.94,3.05,0.0,59.71,648.75,-2.48,-2.81,-6.85,10.83,16.68,23.95,1003.01,182.64,31.19,229.92,0.05,0.05,1.13,16.57,11.43,96.29,3.64,0.0,52.5,303.1,0,TEST,0.0
2827,0.63,0.76,1.48,0.07,1.46,9.42,857.67,71.14,51.46,415.57,0.12,0.15,1.21,19.45,17.46,81.33,2.22,4.74,44.36,408.25,0.35,0.41,0.44,2.05,2.54,5.52,457.57,24.25,39.95,148.22,0.13,0.15,1.19,20.43,15.81,84.17,2.77,2.03,25.17,116.92,1.08,1.2,2.3,2.94,3.49,8.96,779.08,32.53,59.12,327.37,0.08,0.09,1.12,20.35,10.52,112.27,3.76,0.0,41.24,86.32,0,TEST,0.0
2828,17.37,4561.34,6.06,0.23,0.41,0.64,127.05,14.26,77.63,17.92,1.0,261.55,262.65,85.61,99.62,30.22,0.46,18.37,23.82,58.9,1.55,81.88,0.6,0.13,0.93,0.93,141.05,63.99,80.35,0.04,0.98,51.63,52.7,48.84,98.1,10.39,0.69,25.01,18.27,70.7,0.02,1.01,0.01,0.01,0.64,0.73,132.27,67.63,103.28,10.39,0.98,53.26,54.26,52.51,98.16,6.38,0.4,16.05,19.08,79.75,0,TEST,0.0
2829,-23.17,-219.36,-8.86,0.59,0.98,1.23,139.22,42.44,110.95,28.56,0.89,8.47,9.47,84.48,89.44,-20.89,,0.0,41.17,107.43,0.79,8.99,0.38,0.59,0.79,1.18,174.9,29.64,145.64,57.54,0.91,10.35,11.35,84.13,91.19,1.27,117.8,0.0,39.94,90.39,0.37,1.27,0.17,0.46,0.94,1.03,165.19,49.82,105.72,10.17,0.71,2.46,3.46,68.31,71.09,3.14,1.04,0.0,30.84,87.91,0,TEST,0.0
2830,-11.51,-49.87,-9.28,0.55,0.67,0.67,293.53,,223.13,,0.77,3.33,4.33,94.94,76.92,-8.99,0.48,0.0,85.84,161.76,2.61,16.79,1.48,0.86,0.88,0.89,206.69,,172.05,2.09,0.84,5.44,6.44,85.53,84.46,6.13,0.63,0.0,46.96,93.41,-6.41,-12.98,-3.79,0.16,0.36,0.44,215.2,0.01,101.31,8.24,0.51,1.02,2.02,98.61,50.58,-12.68,0.63,0.0,62.09,117.3,0,TEST,0.0
2831,-2.16,-3.07,-6.82,0.23,0.4,2.37,1147.57,25.38,132.9,294.18,0.15,0.21,1.42,19.97,29.54,56.28,1.04,1.63,69.79,225.34,1.41,1.84,3.46,0.49,0.81,4.21,898.18,20.26,60.7,219.39,0.1,0.13,1.31,26.11,23.45,137.32,1.12,0.33,60.79,183.46,-0.4,-0.51,-0.99,0.53,0.81,4.58,904.23,17.67,64.77,247.54,0.1,0.12,1.28,25.04,22.02,122.61,1.19,0.0,63.18,158.06,0,TEST,0.0
2832,2.3,3.49,0.32,2.3,2.92,2.92,29.23,10.69,17.15,,0.34,0.52,1.52,2.3,34.23,6.71,,0.0,0.0,0.0,-35.51,-192.71,-5.71,0.13,1.23,1.23,58.74,51.61,47.26,,0.82,4.43,5.43,-35.51,81.58,-43.52,,0.0,0.0,0.0,3.33,22.49,0.64,0.01,0.88,0.88,70.0,51.39,58.97,,0.85,5.75,6.75,3.33,85.18,6.56,0.6,0.0,0.0,0.0,0,TEST,0.0
2833,14.51,87.24,16.77,0.96,1.91,2.13,332.84,86.81,91.4,20.94,0.83,5.01,6.01,20.1,83.37,27.79,1.47,0.0,6.46,16.52,14.89,83.17,7.68,1.88,3.19,3.59,188.33,41.39,31.51,12.77,0.82,4.59,5.59,31.0,82.1,37.01,2.0,0.0,8.31,31.05,14.42,58.47,9.93,0.2,0.96,1.09,250.68,82.06,40.33,14.45,0.75,3.06,4.06,22.53,75.34,36.12,1.02,27.12,5.59,19.04,0,TEST,0.0
2834,0.01,0.03,0.02,0.0,0.19,0.63,516.02,52.05,222.64,120.64,0.6,1.65,2.74,10.55,63.45,6.99,0.64,10.25,14.95,101.68,-4.32,-12.06,-5.1,0.0,0.12,0.51,430.89,25.78,186.51,89.65,0.6,1.68,2.79,7.07,64.17,1.08,0.58,8.63,13.44,154.86,-16.46,-87.46,-22.53,0.0,0.28,0.56,498.11,74.45,218.47,78.12,0.77,4.12,5.31,-2.29,81.18,-14.15,0.57,26.19,19.4,-394.63,0,TEST,0.0
2835,-2.75,-3.5,-6.53,1.49,2.32,4.37,863.49,77.13,92.55,191.59,0.15,0.19,1.27,12.61,21.27,45.52,1.58,0.0,36.44,138.86,-3.86,-4.92,-8.82,1.23,1.86,4.02,833.85,60.25,95.84,210.22,0.17,0.21,1.27,13.3,21.53,37.3,1.57,0.0,39.19,161.81,-0.73,-0.93,-1.45,1.25,2.47,4.99,725.65,93.46,76.76,196.34,0.19,0.24,1.28,17.13,22.01,47.62,1.85,0.0,35.6,129.33,0,TEST,0.0
2836,-6.31,-34.99,-55.43,0.15,0.49,0.64,3195.51,901.14,2589.16,395.08,0.82,4.54,5.54,-5.42,81.96,7.85,0.38,0.0,7.82,-8.55,8.28,36.32,48.28,0.07,0.33,0.49,2128.1,430.1,1620.39,264.36,0.77,3.39,4.39,8.73,77.2,10.73,0.37,0.0,2.62,-8.54,-15.22,-141.81,-56.16,0.1,0.19,0.37,1342.99,100.0,1185.68,223.0,0.89,8.32,9.32,-15.22,89.27,2.73,0.16,0.0,0.0,0.0,0,TEST,0.0
2837,0.31,0.57,0.18,0.43,1.81,1.84,205.05,120.45,87.75,3.45,0.45,0.82,1.82,19.46,45.05,9.36,2.83,0.0,10.78,80.5,-21.01,-43.75,-20.25,0.44,1.55,1.56,351.87,192.21,172.38,0.32,0.52,1.07,2.08,-1.1,51.98,-27.45,2.23,0.0,19.19,420.45,-27.88,-58.94,-27.32,0.68,1.43,1.43,356.69,134.3,180.47,0.52,0.53,1.11,2.11,-6.96,52.7,-37.24,1.88,0.0,20.5,-8161.22,0,TEST,0.0
2838,5.78,6.34,3.23,2.82,5.51,5.93,203.43,48.25,17.98,7.72,0.09,0.1,1.1,5.78,8.94,317.93,2.01,0.0,0.0,0.0,29.67,30.87,21.24,13.0,18.31,18.8,261.27,53.18,10.02,4.95,0.04,0.04,1.04,29.67,3.89,1404.32,3.86,0.0,0.0,0.0,6.54,7.03,4.29,11.85,13.69,13.83,238.78,30.74,16.71,2.38,0.07,0.08,1.08,6.54,7.07,408.99,,0.0,0.0,0.0,0,TEST,0.0
2839,-1.4,-2.3,-1.94,1.07,1.65,2.28,505.24,112.34,194.68,124.81,0.39,0.64,1.64,9.85,38.96,2.74,5.51,0.0,15.62,-84.75,23.1,39.4,29.76,1.6,1.9,2.27,470.25,56.67,191.94,72.46,0.41,0.71,1.71,32.92,41.38,62.62,9.78,0.0,12.66,51.84,8.34,9.86,9.68,2.51,3.42,5.48,422.46,58.71,64.4,135.01,0.15,0.18,1.18,23.93,15.41,73.92,5.47,0.0,18.08,178.1,0,TEST,0.0
2840,16.02,17.34,33.52,4.15,12.68,12.7,761.69,461.15,54.07,1.49,0.08,0.08,1.08,18.63,7.65,224.85,10.52,0.0,5.47,10.81,18.46,19.2,46.03,16.94,26.82,26.86,910.14,304.36,31.11,1.48,0.04,0.04,1.04,20.38,3.87,502.58,14.11,0.0,4.79,7.71,4.61,5.02,15.45,7.7,11.82,12.01,1221.14,379.25,94.29,18.69,0.08,0.09,1.09,6.41,8.17,64.86,15.59,0.0,6.05,17.83,0,TEST,0.0
2841,-5.42,-155.73,,0.02,0.2,0.91,,,,,0.97,27.75,28.75,-5.42,96.52,-1.38,0.28,0.0,,0.0,5.08,147.79,1.63,0.07,0.71,1.03,117.45,62.51,97.84,32.15,0.97,28.1,29.1,22.04,96.56,10.28,1.44,15.08,5.46,58.67,0.43,12.82,0.21,0.12,0.76,1.03,175.83,99.43,155.57,41.65,0.97,28.86,29.86,16.08,96.65,3.17,1.41,8.34,7.56,63.57,0,TEST,0.0
2842,-29.21,135.3,-192.76,2.89,6.68,11.83,2402.2,220.74,58.23,303.87,1.22,-5.63,-4.63,-22.76,121.59,-12.73,-0.31,0.0,42.56,-13.59,0.75,3.36,2.99,8.02,11.23,29.89,1464.16,81.26,25.34,479.47,0.78,3.5,4.5,13.49,77.77,27.09,0.47,0.0,51.14,423.53,0.04,0.1,0.18,7.57,11.07,30.03,1718.61,115.5,33.01,634.4,0.62,1.62,2.62,14.63,61.84,29.44,0.92,0.0,68.91,1418.68,0,TEST,0.0
